DIMENSION 2

POINTS 522
l301 l302 l303 l304 l305 l306 l307 l308 l309 l310 l311 l312 l313 l314
l315 l316 l317 l318 l319 l320 l321 l322 l323 l324 l325 l326 l327 l328
l329 l330 l331 l332 l333 l334 l335 l336 l337 l338 l339 l340 l341 l342
l343 l344 l345 l346 l347 l348 l349 l350 l351 l352 l353 l354 l355 l356
l357 l358 l359 l360 l361 l362 l363 l364 l365 l366 l367 l368 l369 l370
l371 l372 l373 l374 l375 l376 l377 l378 l379 l380 l381 l382 l383 l384
l385 l386 l387 l388 l389 l390 l391 l392 l393 l394 l395 l396 l397 l398
l399 l400 l401 l402 l403 l404 l405 l406 l407 l408 l409 l410 l411 l412
l413 l414 l415 l416 l417 l418 l419 l420 l421 l422 l423 l424 l425 l426
l427 l428 l429 l430 l431 l432 l433 l434 l435 l436 l437 l438 l439 l440
l441 l442 l443 l444 l445 l446 l447 l448 l449 l450 l451 l452 l453 l454
l455 l456 l457 l458 l459 l460 l461 l462 l463 l464 l465 l466 l467 l468
l469 l470 l471 l472 l473 l474 l475 l476 l477 l478 l479 l480 l481 l482
l483 l484 l485 l486 l487 l488 l489 l490 l491 l492 l493 l494 l495 l496
l497 l498 l499 l500 l501 l502 l503 l504 l505 l506 l507 l508 l509 l510
l511 l512 l513 l514 l515 l516 l517 l518 l519 l520 l521 l522
